datetime,sw radiation,temp 2m,cloud cover
2020-06-15 23:00:00,0.0,27.2,96
2020-06-16 00:00:00,0.0,26.5,99
2020-06-16 01:00:00,0.0,26.2,100
2020-06-16 02:00:00,0.0,26.1,100
2020-06-16 03:00:00,0.0,26.1,99
2020-06-16 04:00:00,0.0,26.1,100
2020-06-16 05:00:00,6.0,25.7,100
2020-06-16 06:00:00,33.0,26.0,100
2020-06-16 07:00:00,75.0,26.1,100
2020-06-16 08:00:00,170.0,27.1,100
2020-06-16 09:00:00,336.0,28.8,100
2020-06-16 10:00:00,495.0,29.8,98
2020-06-16 11:00:00,568.0,31.2,95
2020-06-16 12:00:00,347.0,29.6,100
2020-06-16 13:00:00,369.0,29.2,100
2020-06-16 14:00:00,467.0,30.0,99
2020-06-16 15:00:00,294.0,29.3,100
2020-06-16 16:00:00,123.0,28.6,100
2020-06-16 17:00:00,100.0,28.5,100
2020-06-16 18:00:00,18.0,28.0,98
2020-06-16 19:00:00,0.0,27.7,99
2020-06-16 20:00:00,0.0,27.7,97
2020-06-16 21:00:00,0.0,27.6,99
2020-06-16 22:00:00,0.0,27.5,99
2020-06-16 23:00:00,0.0,26.8,100
2020-06-17 00:00:00,0.0,25.9,99
2020-06-17 01:00:00,0.0,26.1,100
2020-06-17 02:00:00,0.0,26.4,100
2020-06-17 03:00:00,0.0,26.6,100
2020-06-17 04:00:00,0.0,26.5,100
2020-06-17 05:00:00,2.0,26.8,100
2020-06-17 06:00:00,39.0,26.9,100
2020-06-17 07:00:00,75.0,27.1,100
2020-06-17 08:00:00,88.0,27.4,100
2020-06-17 09:00:00,154.0,27.3,100
2020-06-17 10:00:00,127.0,27.3,100
2020-06-17 11:00:00,94.0,27.1,100
2020-06-17 12:00:00,197.0,27.7,100
2020-06-17 13:00:00,226.0,28.3,100
2020-06-17 14:00:00,251.0,28.9,100
2020-06-17 15:00:00,170.0,29.1,99
2020-06-17 16:00:00,140.0,28.3,100
2020-06-17 17:00:00,55.0,29.1,100
2020-06-17 18:00:00,19.0,28.5,100
2020-06-17 19:00:00,0.0,28.0,99
2020-06-17 20:00:00,0.0,27.9,98
2020-06-17 21:00:00,0.0,27.9,99
2020-06-17 22:00:00,0.0,28.1,100
2020-06-17 23:00:00,0.0,27.8,100
